Source,Target,Weight
Capital International Investors,MOH,344027670
"Geode Capital Management, LLC",MOH,316765695
Dodge & Cox Inc,TAP,1586290658
"Vanguard Group, Inc. (The)",TAP,1179826268
Blackrock Inc.,TAP,880493652
State Street Corporation,TAP,460866732
Lsv Asset Management,TAP,410419199
Clarkston Capital Partners LLC,TAP,324829995
Capital International Investors,TAP,264870467
"Geode Capital Management, LLC",TAP,202008172
Dimensional Fund Advisors LP,TAP,177244170
Invesco Ltd.,TAP,170253154
"Vanguard Group, Inc. (The)",MDLZ,7335141728
Blackrock Inc.,MDLZ,5923159309
State Street Corporation,MDLZ,3744472309
"Wellington Management Group, LLP",MDLZ,2590201141
JP Morgan Chase & Company,MDLZ,1992837908
"FMR, LLC",MDLZ,1581665075
"Geode Capital Management, LLC",MDLZ,1508684365
Bank of America Corporation,MDLZ,1470681125
Price (T.Rowe) Associates Inc,MDLZ,1406036928
Lindsell Train Limited,MDLZ,1376191818
Blackrock Inc.,MPWR,2213846969
"Vanguard Group, Inc. (The)",MPWR,1902339451
State Street Corporation,MPWR,670993535
"Franklin Resources, Inc.",MPWR,625991728
Price (T.Rowe) Associates Inc,MPWR,563153567
Invesco Ltd.,MPWR,514923520
Massachusetts Financial Services Co.,MPWR,488951279
Nuveen Asset Management,MPWR,366103411
Brown Advisory Inc.,MPWR,359592397
"Geode Capital Management, LLC",MPWR,342876288
"Vanguard Group, Inc. (The)",MNST,2818949618
"FMR, LLC",MNST,2548781216
Blackrock Inc.,MNST,2314238721
"AllianceBernstein, L.P.",MNST,1588497188
"Loomis Sayles & Company, LP",MNST,1584863811
State Street Corporation,MNST,1545588954
Capital World Investors,MNST,1204653649
Nuveen Asset Management,MNST,982434692
Price (T.Rowe) Associates Inc,MNST,936294009
"ClearBridge Investments, LLC",MNST,919555077
"Berkshire Hathaway, Inc",MCO,6709439522
"Vanguard Group, Inc. (The)",MCO,3716680010
Blackrock Inc.,MCO,3502324407
TCI Fund Management Ltd,MCO,2242720917
State Street Corporation,MCO,1886817168
Fiera Capital Corporation,MCO,1647489279
"Akre Capital Management, LLC",MCO,1551182254
"FMR, LLC",MCO,1386143515
Baillie Gifford and Company,MCO,1139016054
Ninety One UK Ltd,MCO,928449282
Mitsubishi UFJ Financial Group Inc,MS,28681097802
State Street Corporation,MS,9332656846
"Vanguard Group, Inc. (The)",MS,9074277832
Blackrock Inc.,MS,7160364155
"Wellington Management Group, LLP",MS,3371557103
JP Morgan Chase & Company,MS,3231736766
Capital Research Global Investors,MS,2071601344
"FMR, LLC",MS,2072843024
Bank of America Corporation,MS,1837230364
"Geode Capital Management, LLC",MS,1802538942
"Vanguard Group, Inc. (The)",MOS,1922228269
Blackrock Inc.,MOS,1416573073
"FMR, LLC",MOS,1157666668
State Street Corporation,MOS,791272480
"Geode Capital Management, LLC",MOS,351090864
Soroban Capital Partners LP,MOS,317740202
Capital International Investors,MOS,292657388
Northern Trust Corporation,MOS,285551304
Invesco Ltd.,MOS,253834659
Morgan Stanley,MOS,246109673
"Vanguard Group, Inc. (The)",MSI,4163820537
Blackrock Inc.,MSI,2945406096
Capital World Investors,MSI,2454452889
State Street Corporation,MSI,1495682544
Macquarie Group Limited,MSI,755491881
"Geode Capital Management, LLC",MSI,687809945
"AllianceBernstein, L.P.",MSI,670224924
"Wellington Management Group, LLP",MSI,559627808
"Neuberger Berman Group, LLC",MSI,516200574
Invesco Ltd.,MSI,492541345
"Vanguard Group, Inc. (The)",MSCI,3548215836
Blackrock Inc.,MSCI,2701762773
Price (T.Rowe) Associates Inc,MSCI,1406523285
"FMR, LLC",MSCI,1371293939
State Street Corporation,MSCI,1361651278
Massachusetts Financial Services Co.,MSCI,1275953753
BAMCO Inc.,MSCI,905517454
Fiera Capital Corporation,MSCI,843917927
Capital Research Global Investors,MSCI,771265362
"Geode Capital Management, LLC",MSCI,638373777
Investor AB,NDAQ,2958382381
"Vanguard Group, Inc. (The)",NDAQ,1971748030
Massachusetts Financial Services Co.,NDAQ,1864571902
Blackrock Inc.,NDAQ,1248468647
Capital World Investors,NDAQ,842020331
State Street Corporation,NDAQ,760723224
Capital Research Global Investors,NDAQ,697249347
"Geode Capital Management, LLC",NDAQ,379430584
Diamond Hill Capital Management Inc,NDAQ,311004649
"Franklin Resources, Inc.",NDAQ,312417169
"Vanguard Group, Inc. (The)",NTAP,1721375275
Blackrock Inc.,NTAP,1197341695
Primecap Management Company,NTAP,1081186898
Capital International Investors,NTAP,910836908
State Street Corporation,NTAP,604006077
"Wellington Management Group, LLP",NTAP,424452483
"Ameriprise Financial, Inc.",NTAP,389308609
"Geode Capital Management, LLC",NTAP,291178319
Bank Of New York Mellon Corporation,NTAP,255564130
"Beutel, Goodman & Company Ltd",NTAP,166691918
"Vanguard Group, Inc. (The)",NFLX,6047809176
Blackrock Inc.,NFLX,4860499758
State Street Corporation,NFLX,3016347144
"FMR, LLC",NFLX,2949017647
Capital Research Global Investors,NFLX,2601474889
Capital International Investors,NFLX,2408900700
Capital World Investors,NFLX,2039429419
Price (T.Rowe) Associates Inc,NFLX,1646233699
"Geode Capital Management, LLC",NFLX,1353822905
Baillie Gifford and Company,NFLX,1306895841
Blackrock Inc.,NWL,1046071042
"Vanguard Group, Inc. (The)",NWL,809972890
Pzena Investment Management Llc,NWL,715320176
"Icahn, Carl, C.",NWL,629661025
State Street Corporation,NWL,421223176
JP Morgan Chase & Company,NWL,392026231
Victory Capital Management Inc.,NWL,271594994
Massachusetts Financial Services Co.,NWL,165757023
"Geode Capital Management, LLC",NWL,145219488
Invesco Ltd.,NWL,105374538
Blackrock Inc.,NEM,5606116854
"Vanguard Group, Inc. (The)",NEM,4050057034
State Street Corporation,NEM,2414970266
GQG Partners LLC,NEM,2075432870
Van Eck Associates Corporation,NEM,1961726971
"FMR, LLC",NEM,1602709050
"First Eagle Investment Management, LLC",NEM,1044326259
Deutsche Bank Aktiengesellschaft,NEM,916759199
Flossbach von Storch AG,NEM,880538076
"Charles Schwab Investment Management, Inc.",NEM,829525895
Price (T.Rowe) Associates Inc,NWSA,1060104751
"Vanguard Group, Inc. (The)",NWSA,854667152
"Independent Franchise Partners, LLP",NWSA,437779117
Blackrock Inc.,NWSA,405720369
State Street Corporation,NWSA,263114401
Yacktman Asset Management Lp,NWSA,256334530
Burgundy Asset Management Ltd.,NWSA,203412729
Dodge & Cox Inc,NWSA,172132872
"Hotchkis & Wiley Capital Management, LLC",NWSA,155516023
"Geode Capital Management, LLC",NWSA,129123892
"Independent Franchise Partners, LLP",NWS,210662882
SOF Ltd,NWS,155434104
Blackrock Inc.,NWS,103974864
"Vanguard Group, Inc. (The)",NWS,82126734
State Street Corporation,NWS,69086700
Metropolis Capital Ltd,NWS,54197907
Dimensional Fund Advisors LP,NWS,46482254
"Geode Capital Management, LLC",NWS,41975897
Invesco Ltd.,NWS,25273791
Norges Bank Investment Management,NWS,29061630
"Vanguard Group, Inc. (The)",NEE,14359737900
Blackrock Inc.,NEE,11206459581
State Street Corporation,NEE,8750257823
JP Morgan Chase & Company,NEE,4996672018
Bank of America Corporation,NEE,3311451483
"FMR, LLC",NEE,3123737011
Morgan Stanley,NEE,2869553260
"Geode Capital Management, LLC",NEE,2533420935
Norges Bank Investment Management,NEE,2724058920
Wells Fargo & Company,NEE,2028421859
"Vanguard Group, Inc. (The)",NKE,10999834647
Blackrock Inc.,NKE,9178938984
State Street Corporation,NKE,5576291894
"AllianceBernstein, L.P.",NKE,2842946353
"Wellington Management Group, LLP",NKE,2709533758
Morgan Stanley,NKE,2405289775
Bank Of New York Mellon Corporation,NKE,2380971182
"Geode Capital Management, LLC",NKE,2316355028
"FMR, LLC",NKE,1965346777
JP Morgan Chase & Company,NKE,1869208362
"Vanguard Group, Inc. (The)",NI,1583243283
Blackrock Inc.,NI,1189018103
Price (T.Rowe) Associates Inc,NI,803459267
State Street Corporation,NI,769902596
Deutsche Bank Aktiengesellschaft,NI,517063268
"FMR, LLC",NI,288404768
Invesco Ltd.,NI,243818808
"Geode Capital Management, LLC",NI,237621101
Barclays Plc,NI,206958136
Newport Trust Co,NI,201427906
"Vanguard Group, Inc. (The)",NDSN,1221471540
Blackrock Inc.,NDSN,757474404
State Street Corporation,NDSN,504224595
Kayne Anderson Rudnick Investment Management LLC,NDSN,422501389
"Geode Capital Management, LLC",NDSN,272220055
Massachusetts Financial Services Co.,NDSN,247686757
"Champlain Investment Partners, LLC",NDSN,207358279
"Neuberger Berman Group, LLC",NDSN,185036030
Atlanta Capital Management Company LLC,NDSN,182217256
Royal London Asset Management Ltd,NDSN,179751739
"Vanguard Group, Inc. (The)",NSC,4248512862
Blackrock Inc.,NSC,3678886619
JP Morgan Chase & Company,NSC,3102632373
State Street Corporation,NSC,2360331189
Lazard Asset Management LLC,NSC,1469456670
Capital International Investors,NSC,1400315506
Capital World Investors,NSC,1341835835
"Geode Capital Management, LLC",NSC,920633599
Wells Fargo & Company,NSC,920717696
Bank Of New York Mellon Corporation,NSC,777554771
"Vanguard Group, Inc. (The)",NTRS,2239013964
Blackrock Inc.,NTRS,1531858595
State Street Corporation,NTRS,860890654
"FMR, LLC",NTRS,856387836
"Ameriprise Financial, Inc.",NTRS,721520759
JP Morgan Chase & Company,NTRS,657558475
Northern Trust Corporation,NTRS,585351781
"American Century Companies, Inc.",NTRS,510896718
"Barrow, Hanley Mewhinney & Strauss, LLC",NTRS,451831855
Goldman Sachs Group Inc,NTRS,444987468
State Street Corporation,NOC,6816474466
Capital International Investors,NOC,5877134399
"Vanguard Group, Inc. (The)",NOC,5757854655
Blackrock Inc.,NOC,4389246390
"Wellington Management Group, LLP",NOC,3816366993
"FMR, LLC",NOC,3140714210
Massachusetts Financial Services Co.,NOC,2600736022
JP Morgan Chase & Company,NOC,2019010737
Bank of America Corporation,NOC,1506674273
"Sanders Capital, LLC",NOC,1500237507
"Vanguard Group, Inc. (The)",NCLH,509863431
Capital International Investors,NCLH,376797330
Blackrock Inc.,NCLH,259051108
State Street Corporation,NCLH,147024091
"Geode Capital Management, LLC",NCLH,90544488
Invesco Ltd.,NCLH,75757846
"Ariel Investments, LLC",NCLH,71245851
Morgan Stanley,NCLH,49899487
Bank Of New York Mellon Corporation,NCLH,47080690
"Miller Value Partners, LLC",NCLH,45405962
Blackrock Inc.,NRG,1247223911
"Vanguard Group, Inc. (The)",NRG,1209730856
Pzena Investment Management Llc,NRG,630973383
State Street Corporation,NRG,467837399
Putnam Investments LLC,NRG,455543033
Lsv Asset Management,NRG,268208337
Invesco Ltd.,NRG,249114863
Janus Henderson Group PLC,NRG,222025385
Lyrical Asset Management LP,NRG,203116044
"Geode Capital Management, LLC",NRG,202351537
"Vanguard Group, Inc. (The)",NUE,3552701435
State Farm Mutual Automobile Insurance Co,NUE,2844264133
Blackrock Inc.,NUE,2489854306
State Street Corporation,NUE,1471829451
"FMR, LLC",NUE,828592226
Norges Bank Investment Management,NUE,683803817
Capital World Investors,NUE,603446887
"Geode Capital Management, LLC",NUE,586912833
Dimensional Fund Advisors LP,NUE,522250153
Northern Trust Corporation,NUE,470460914
"Vanguard Group, Inc. (The)",NVDA,30533388015
Blackrock Inc.,NVDA,27157521918
"FMR, LLC",NVDA,21320397530
State Street Corporation,NVDA,14831987474
Price (T.Rowe) Associates Inc,NVDA,8629991262
"Geode Capital Management, LLC",NVDA,6751608193
Bank of America Corporation,NVDA,4922368782
Northern Trust Corporation,NVDA,4116246664
Bank Of New York Mellon Corporation,NVDA,3519021477
Morgan Stanley,NVDA,3459283042
"Vanguard Group, Inc. (The)",NVR,1367618021
Blackrock Inc.,NVR,993423129
State Street Corporation,NVR,525703540
Diamond Hill Capital Management Inc,NVR,508830094
Capital International Investors,NVR,472532565
Capital Research Global Investors,NVR,427229725
"Wellington Management Group, LLP",NVR,426549021
"Principal Financial Group, Inc.",NVR,340564119
"Geode Capital Management, LLC",NVR,262759675
Capital World Investors,NVR,261053911
JP Morgan Chase & Company,NXPI,3491371631
"FMR, LLC",NXPI,3228440152
Blackrock Inc.,NXPI,2647309011
Price (T.Rowe) Associates Inc,NXPI,1680663638
"Vanguard Group, Inc. (The)",NXPI,1553773802
State Street Corporation,NXPI,1446205434
Massachusetts Financial Services Co.,NXPI,1367348373
"Wellington Management Group, LLP",NXPI,1068961637
"Geode Capital Management, LLC",NXPI,647735019
"AllianceBernstein, L.P.",NXPI,628716716
"Vanguard Group, Inc. (The)",ORLY,3350885996
Blackrock Inc.,ORLY,2893958626
State Street Corporation,ORLY,1638369741
JP Morgan Chase & Company,ORLY,1288211707
"Principal Financial Group, Inc.",ORLY,1155795443
"Akre Capital Management, LLC",ORLY,992839900
Price (T.Rowe) Associates Inc,ORLY,939587587
"Geode Capital Management, LLC",ORLY,935995399
"FMR, LLC",ORLY,830975407
Invesco Ltd.,ORLY,747801676
"Berkshire Hathaway, Inc",OXY,9335408043
Dodge & Cox Inc,OXY,5795036782
"Vanguard Group, Inc. (The)",OXY,4744296332
State Street Corporation,OXY,3358297815
Blackrock Inc.,OXY,3259886725
GQG Partners LLC,OXY,1503846131
"FMR, LLC",OXY,1421892354
"Geode Capital Management, LLC",OXY,914244303
Northern Trust Corporation,OXY,601038679
Dimensional Fund Advisors LP,OXY,560008504
"Vanguard Group, Inc. (The)",ODFL,2769221494
Blackrock Inc.,ODFL,2432958300
Price (T.Rowe) Associates Inc,ODFL,2325157963
Capital Research Global Investors,ODFL,1900335933
State Street Corporation,ODFL,1001428964
JP Morgan Chase & Company,ODFL,699470898
"Geode Capital Management, LLC",ODFL,494462018
"FMR, LLC",ODFL,419370185
"WCM Investment Management, LLC",ODFL,385640268
"CIBC Private Wealth Group, LLC",ODFL,354080035
"Vanguard Group, Inc. (The)",OMC,1555864151
Blackrock Inc.,OMC,1138376582
State Street Corporation,OMC,716426962
"Charles Schwab Investment Management, Inc.",OMC,486055841
"Wellington Management Group, LLP",OMC,483879425
"Beutel, Goodman & Company Ltd",OMC,291597209
"Geode Capital Management, LLC",OMC,282363708
Bank Of New York Mellon Corporation,OMC,269892268
FIL LTD,OMC,253231410
Invesco Ltd.,OMC,205825739
"Vanguard Group, Inc. (The)",ON,2532631309
Blackrock Inc.,ON,2275838806
"FMR, LLC",ON,1978111118
State Street Corporation,ON,869542091
Janus Henderson Group PLC,ON,840151643
Artisan Partners Limited Partnership,ON,664785322
Allianz Asset Management GmbH,ON,628254677
Pictet Asset Management SA,ON,455463322
"Geode Capital Management, LLC",ON,444902599
Goldman Sachs Group Inc,ON,416237671
"Vanguard Group, Inc. (The)",OKE,2928412878
Blackrock Inc.,OKE,2571056037
State Street Corporation,OKE,1840640017
"Geode Capital Management, LLC",OKE,510755122
"Charles Schwab Investment Management, Inc.",OKE,430568667
"Tortoise Capital Advisors, LLC",OKE,389176045
Bank Of New York Mellon Corporation,OKE,355963735
Morgan Stanley,OKE,311873758
Northern Trust Corporation,OKE,276684427
Goldman Sachs Group Inc,OKE,265565169
"Vanguard Group, Inc. (The)",ORCL,9577871828
Blackrock Inc.,ORCL,8029781452
State Street Corporation,ORCL,4365046152
"Geode Capital Management, LLC",ORCL,1957556314
"First Eagle Investment Management, LLC",ORCL,1811167694
"Loomis Sayles & Company, LP",ORCL,1616267216
JP Morgan Chase & Company,ORCL,1470099315
Northern Trust Corporation,ORCL,1401471185
Morgan Stanley,ORCL,1293373840
"FMR, LLC",ORCL,1287762651
"Vanguard Group, Inc. (The)",OGN,1002175807
Blackrock Inc.,OGN,557084115
State Street Corporation,OGN,437264763
Janus Henderson Group PLC,OGN,400338011
Mawer Investment Management Limited,OGN,366137617
Lord Abbett & Co. LLC,OGN,289454816
Bank Of New York Mellon Corporation,OGN,277827030
Massachusetts Financial Services Co.,OGN,254146612
"Geode Capital Management, LLC",OGN,174413520
Invesco Ltd.,OGN,131243591
"Vanguard Group, Inc. (The)",OTIS,2796473806
Blackrock Inc.,OTIS,2528676555
State Street Corporation,OTIS,1141323468
Morgan Stanley,OTIS,916690675
Fiera Capital Corporation,OTIS,733738907
Massachusetts Financial Services Co.,OTIS,715581452
"AllianceBernstein, L.P.",OTIS,695139518
"Geode Capital Management, LLC",OTIS,676994006
Capital Research Global Investors,OTIS,451335085
JP Morgan Chase & Company,OTIS,444024627
"Vanguard Group, Inc. (The)",PCAR,3066013639
Blackrock Inc.,PCAR,2014256494
State Street Corporation,PCAR,1173258954
Massachusetts Financial Services Co.,PCAR,735806955
Price (T.Rowe) Associates Inc,PCAR,694880516
Bank of America Corporation,PCAR,611667712
"Geode Capital Management, LLC",PCAR,602656834
"Wellington Management Group, LLP",PCAR,318443527
"Principal Financial Group, Inc.",PCAR,313614204
Northern Trust Corporation,PCAR,292482878
"Vanguard Group, Inc. (The)",PKG,1643938862
Blackrock Inc.,PKG,1180870900
State Street Corporation,PKG,574848312
Price (T.Rowe) Associates Inc,PKG,510612712
Bank of America Corporation,PKG,484101887
JP Morgan Chase & Company,PKG,481297850
Victory Capital Management Inc.,PKG,421412337
Maj Invest Holding A/S,PKG,300588200
"American Century Companies, Inc.",PKG,277773512
"Geode Capital Management, LLC",PKG,265831225
"Berkshire Hathaway, Inc",PARA,1935446198
"Vanguard Group, Inc. (The)",PARA,1562254834
Blackrock Inc.,PARA,1108648552
State Street Corporation,PARA,778420675
Morgan Stanley,PARA,354886257
Goldman Sachs Group Inc,PARA,342044957
"Geode Capital Management, LLC",PARA,309807669
"Susquehanna International Group, LLP",PARA,276990945
"Charles Schwab Investment Management, Inc.",PARA,266478449
Price (T.Rowe) Associates Inc,PARA,234977268
"Vanguard Group, Inc. (The)",PH,2456128183
Blackrock Inc.,PH,2071369464
State Street Corporation,PH,1415152392
JP Morgan Chase & Company,PH,1313423757
Bank of America Corporation,PH,1098829774
"Aristotle Capital Management, LLC",PH,1071437027
"Viking Global Investors, L.P.",PH,755543520
"Geode Capital Management, LLC",PH,605019726
"Wellington Management Group, LLP",PH,582777052
Harris Associates L.P.,PH,559334146
Blackrock Inc.,PAYX,3454846658
"Vanguard Group, Inc. (The)",PAYX,3400580657
Capital International Investors,PAYX,1768927179
State Street Corporation,PAYX,1499678262
Bank Of New York Mellon Corporation,PAYX,1314119354
Wells Fargo & Company,PAYX,1095734799
Bank of America Corporation,PAYX,1047955175
"Geode Capital Management, LLC",PAYX,877487799
"Charles Schwab Investment Management, Inc.",PAYX,625149146
Northern Trust Corporation,PAYX,545002430
"Vanguard Group, Inc. (The)",PAYC,1571656118
Blackrock Inc.,PAYC,1493918896
State Street Corporation,PAYC,511513686
"Brown Capital Management, LLC",PAYC,374036672
"Wellington Management Group, LLP",PAYC,370281944
